,ID,building_age,heat_type,heat_cost,heat_temp,building_renov,income_detailed,income,heat_type_dummy
1742,16575,7,3,2000,0,1,11,4,0
1743,16584,4,4,1100,18,3,4,1,0
1744,16623,2,1,1200,20,3,8,4,1
1745,16638,3,1,297,21,1,6,4,1
1746,16648,2,1,2000,20,2,8,4,1
1747,16667,4,4,1300,0,3,5,3,0
1748,16679,8,6,1000,21,2,6,3,0
1749,16680,2,1,1600,24,2,6,3,1
1750,16689,2,1,712,22,1,5,3,1
1751,16701,3,4,1000,28,1,6,3,0
1752,16713,4,4,1000,20,1,5,2,0
1753,16716,3,1,190,25,2,4,2,1
1754,16726,5,99,0,21,1,6,3,99
1755,16737,3,8,400,0,3,5,2,0
1756,16743,3,1,210,22,1,4,2,1
1757,16746,3,4,1200,23,1,9,4,0
1758,16756,1,1,1500,21,1,8,4,1
1759,16759,4,99,500,23,2,6,3,99
1760,16762,3,4,500,22,2,6,4,0
1761,16771,1,1,900,19,2,6,3,1
1762,16788,3,1,450,23,1,5,2,1
1763,16796,3,1,650,0,1,6,3,1
1764,16807,3,1,1300,19,1,4,2,1
1765,16810,3,5,3000,22,2,7,3,0
1766,16844,3,7,900,20,3,4,2,0
1767,16853,5,4,1300,22,2,2,2,0
1768,16854,6,99,0,0,1,7,3,99
1769,16859,3,7,600,22,1,6,3,0
1770,16867,3,1,1500,0,1,5,3,1
1771,16868,8,1,200,20,2,6,3,1
1772,16871,2,7,200,20,3,5,2,0
1773,16879,4,7,360,21,3,5,2,0
1774,16888,3,4,800,22,1,6,2,0
1775,16889,3,1,1200,22,1,5,2,1
1776,16903,6,99,600,22,3,9,4,99
1777,16915,5,4,1000,0,3,7,2,0
1778,16918,5,4,1600,24,1,6,3,0
1779,16924,2,1,1020,22,2,5,2,1
1780,16931,4,4,1200,19,2,4,2,0
1781,16934,7,8,1500,22,2,6,2,0
1782,16941,1,5,0,0,2,6,3,0
1783,16943,3,1,250,20,1,5,3,1
1784,16949,5,3,3000,0,2,6,3,0
1785,16951,1,7,300,25,2,1,2,0
1786,16961,7,7,400,23,2,13,3,0
1787,16989,8,6,1200,22,2,4,2,0
1788,17002,3,1,1000,20,2,5,3,1
1789,17003,5,1,540,0,3,4,2,1
1790,17015,3,1,400,20,2,5,2,1
1791,17016,4,4,700,24,1,5,2,0
1792,17018,3,1,540,22,2,5,3,1
1793,17028,5,4,1200,0,2,2,3,0
1794,17032,7,1,600,20,3,5,2,1
1795,17042,3,4,800,20,2,2,2,0
1796,17043,8,7,1100,23,2,7,3,0
1797,17056,3,4,2000,0,3,5,2,0
1798,17062,8,7,1000,0,2,6,2,0
1799,17069,2,4,900,22,2,5,2,0
1800,17094,1,5,2400,20,2,4,2,0
1801,17098,4,8,109,22,1,2,2,0
1802,17099,3,4,1000,0,1,6,3,0
1803,17151,4,5,444,0,3,4,2,0
1804,17152,3,1,900,0,3,4,2,1
1805,17174,3,4,550,18,1,5,2,0
1806,17183,3,1,700,22,1,5,3,1
1807,17195,1,2,250,20,1,5,3,0
1808,17229,3,99,1000,0,3,4,2,99
1809,17232,8,5,70,21,2,7,3,0
1810,17233,3,4,1800,23,1,13,2,0
1811,17250,4,5,760,22,1,7,3,0
1812,17260,8,10,700,21,3,5,2,0
1813,17262,3,3,650,20,1,5,2,0
1814,17273,3,4,2000,24,1,5,2,0
1815,17298,3,7,960,20,3,4,2,0
1816,17299,4,8,0,22,1,5,2,0
1817,17300,2,1,450,20,3,4,2,1
1818,17323,5,1,1000,21,1,5,2,1
1819,17328,2,4,980,25,3,4,2,0
1820,17334,3,1,1000,22,2,5,3,1
1821,17335,4,7,1000,0,1,8,2,0
1822,17364,3,1,700,20,1,5,2,1
1823,17366,4,7,500,22,3,6,3,0
1824,17369,4,1,1000,0,3,5,2,1
1825,17374,4,1,867,21,3,9,3,1
1826,17377,3,4,2300,0,1,5,2,0
1827,17380,3,4,200,23,1,6,3,0
1828,17416,3,1,450,22,1,5,3,1
1829,17418,3,1,600,21,1,5,3,1
1830,17422,3,4,500,23,2,6,3,0
1831,17427,4,99,1000,0,3,7,3,99
1832,17429,1,2,1500,0,2,1,2,0
1833,17433,4,99,400,23,1,5,3,99
1834,17446,4,1,600,0,2,5,3,1
1835,17448,3,1,829,20,2,5,2,1
1836,17456,3,4,4637383838,20,1,6,3,0
1837,17462,3,7,960,24,2,4,2,0
1838,17471,4,1,600,22,3,5,2,1
1839,17472,4,7,1200,26,2,2,3,0
1840,17483,6,99,500,24,3,5,2,99
1841,17503,8,6,400,22,2,5,2,0
1842,17509,4,1,1243,0,1,6,3,1
1843,17526,6,1,50,0,1,8,4,1
1844,17537,3,4,2200,20,2,5,2,0
1845,17539,1,4,2500,22,3,6,2,0
1846,17544,4,7,1500,22,2,6,3,0
1847,17553,6,1,1000,20,1,6,3,1
1848,17557,3,7,1300,22,3,4,2,0
1849,17610,1,4,2400,22,2,4,2,0
1850,17707,5,1,700,22,2,7,3,1
1851,17748,6,4,1000,20,2,6,3,0
1852,17751,3,4,2100,20,1,5,3,0
1853,17811,3,6,200,0,1,5,2,0
1854,17816,4,7,150,21,3,4,3,0
1855,17838,8,1,75,20,1,6,3,1
1856,18055,3,4,1600,21,3,6,3,0
1857,18083,3,1,600,21,2,6,3,1
1858,18087,4,7,400,21,3,5,3,0
1859,18089,4,1,1260,21,2,5,2,1
1860,18136,4,99,2000,0,3,13,2,99
1861,18144,3,2,300,22,1,13,2,0
1862,18156,3,4,200,20,2,5,2,0
1863,18187,1,2,1100,0,2,4,2,0
1864,18211,4,1,2000,20,1,5,3,1
1865,18369,6,1,720,22,3,5,2,1
1866,18447,4,4,250,22,2,5,3,0
1867,18473,3,2,1900,0,3,4,2,0
1868,18484,3,1,390,0,1,3,3,1
1869,18508,4,1,1920,22,2,5,2,1
1870,18525,3,1,1000,20,3,1,2,1
1871,18604,4,99,240,22,2,6,3,99
1872,18625,3,8,1400,19,1,7,4,0
1873,18636,1,3,1280,22,1,5,2,0
1874,18668,3,4,840,17,2,5,2,0
1875,18685,2,8,700,23,1,4,2,0
1876,18717,8,8,1000,22,2,9,2,0
1877,18778,3,4,1000,22,3,5,2,0
1878,18782,4,4,1000,22,1,6,3,0
1879,18833,3,99,1500,22,2,1,3,99
1880,18878,6,4,4500,22,2,6,3,0
1881,18880,3,4,3000,26,2,6,3,0
1882,18905,4,1,350,25,2,5,2,1
1883,18907,5,7,600,20,1,5,3,0
1884,18918,4,4,700,0,1,4,2,0
1885,18938,3,1,1000,21,3,4,2,1
1886,18945,3,7,1220,21,2,5,2,0
1887,18946,5,7,1500,21,1,6,3,0
1888,18991,3,99,300,24,2,6,3,99
1889,19015,3,2,800,21,2,6,3,0
1890,19031,3,1,5000,18,2,3,2,1
1891,19039,1,1,1200,18,1,4,2,1
1892,19050,2,1,400,21,2,4,2,1
1893,19063,4,5,700,20,1,4,2,0
1894,19071,1,4,0,0,2,1,2,0
1895,19074,3,7,300,22,3,6,3,0
1896,19082,5,1,1000,0,1,8,3,1
1897,19094,3,1,2400,23,1,6,3,1
1898,19124,2,99,3000,24,2,5,2,99
1899,19126,3,1,1363,0,2,7,3,1
1900,19129,3,6,2000,20,1,4,2,0
1901,19166,4,1,1600,24,1,6,3,1
1902,19173,2,99,300,27,2,2,2,99
1903,19177,3,1,2300,18,2,5,3,1
1904,19182,3,4,1000,0,1,5,2,0
1905,19189,4,1,2400,18,1,5,2,1
1906,19192,2,4,0,23,2,1,3,0
1907,19193,3,1,1300,23,2,4,2,1
1908,19194,1,99,1200,22,3,7,3,99
1909,19198,3,1,1212,25,2,4,2,1
1910,19201,2,8,3000,20,1,1,2,0
1911,19202,1,1,300,20,1,2,3,1
1912,19206,3,5,300,24,3,5,2,0
1913,19218,6,3,400,20,3,13,2,0
1914,19224,4,1,800,21,3,5,2,1
1915,19226,3,1,800,21,1,6,3,1
1916,19233,1,99,100,0,2,5,3,99
1917,19234,3,1,700,24,2,8,2,1
1918,19236,7,8,2500,21,2,6,3,0
1919,19237,7,99,650,20,2,6,2,99
1920,19238,3,99,600,20,3,4,2,99
1921,19242,3,1,900,20,3,6,3,1
1922,19246,3,4,200,23,3,5,3,0
1923,19252,3,1,1000,20,1,2,2,1
1924,19259,2,1,800,22,1,6,3,1
1925,19267,3,4,2220,21,2,4,2,0
1926,19268,4,4,1600,22,3,4,2,0
1927,19270,7,4,1200,23,2,5,2,0
1928,19272,4,1,500,20,1,5,3,1
1929,19274,3,99,360,20,2,5,2,99
1930,19280,3,1,1500,20,1,4,2,1
1931,19300,3,1,1400,19,3,5,2,1
1932,19316,4,1,931,22,2,4,2,1
1933,19336,1,8,500,21,2,4,2,0
1934,19352,1,4,4999,16,1,4,2,0
1935,19353,1,1,800,19,3,5,2,1
1936,19362,4,7,2300,22,3,4,2,0
1937,19372,3,1,2500,0,2,4,2,1
1938,19382,4,5,4555,0,1,8,2,0
1939,19383,3,5,700,20,3,5,2,0
1940,19389,4,1,864,19,2,4,2,1
1941,19413,2,1,965,20,2,5,2,1
1942,19455,4,4,570,10,1,5,2,0
1943,19496,2,99,1500,18,1,4,1,99
1944,19654,4,7,278,20,1,4,2,0
1945,19671,4,99,1600,20,2,1,2,99
1946,19674,3,4,514,21,3,5,2,0
1947,19678,3,1,700,19,1,5,2,1
1948,19692,2,4,1000,21,3,6,2,0
1949,19701,5,7,480,24,2,5,2,0
1950,19713,4,1,600,20,2,6,3,1
1951,19717,3,7,1500,18,2,13,1,0
1952,19733,3,7,660,21,2,4,1,0
1953,19737,4,1,2500,21,1,7,3,1
1954,19743,6,1,900,22,2,7,4,1
1955,19758,5,1,1400,22,2,8,3,1
1956,19769,4,1,600,24,1,6,3,1
1957,19784,3,7,300,18,1,5,2,0
1958,19792,5,5,2400,20,1,8,4,0
1959,19797,2,5,3000,20,1,6,3,0
1960,19802,3,4,750,20,1,5,2,0
1961,19809,3,1,2352,22,1,5,3,1
1962,19820,5,4,1200,22,2,4,2,0
1963,19833,8,1,1400,20,2,5,2,1
1964,19857,3,1,800,20,1,5,2,1
1965,19877,1,1,840,22,3,7,4,1
1966,19878,3,1,600,0,2,7,3,1
1967,19880,3,1,1200,22,1,2,3,1
1968,19889,3,8,1400,21,1,4,2,0
1969,19895,1,1,1148,22,1,5,3,1
1970,19897,6,1,680,20,2,5,2,1
1971,19923,2,1,1200,22,2,6,2,1
1972,19940,3,4,700,20,2,1,2,0
1973,19955,1,4,2000,21,2,7,4,0
1974,19961,3,4,760,20,1,5,2,0
1975,19963,3,1,400,22,1,4,2,1
1976,19967,1,8,500,0,1,5,2,0
1977,19971,1,4,2000,21,1,5,2,0
1978,19997,3,1,1136,20,1,4,2,1
1979,19999,4,1,100,0,2,4,2,1
1980,20007,2,7,1460,22,2,4,2,0
1981,20012,3,1,800,18,1,4,2,1
1982,20032,3,1,1000,0,1,4,1,1
1983,20050,3,1,1100,22,1,5,3,1
1984,20051,5,2,1500,20,1,10,4,0
1985,20062,5,1,1168,23,2,5,2,1
1986,20067,7,1,900,19,2,5,2,1
1987,20081,4,4,2350,20,3,6,3,0
1988,20088,1,1,449,20,3,4,1,1
1989,20097,4,1,1200,23,2,5,2,1
1990,20118,7,6,950,20,3,4,2,0
1991,20128,2,10,1600,22,1,6,3,0
1992,20138,5,1,1200,20,2,4,2,1
1993,20163,4,1,750,18,2,8,4,1
1994,20170,6,1,1290,20,2,4,2,1
1995,20171,1,5,1000,20,1,5,3,0
1996,20186,5,1,800,21,3,5,2,1
1997,20191,3,1,800,22,3,4,2,1
1998,20192,2,2,1400,20,1,5,2,0
1999,20207,3,4,600,23,2,5,2,0
2000,20214,6,1,2500,19,2,13,2,1
2001,20232,3,7,326,21,1,5,2,0
2002,20235,1,1,800,19,1,8,4,1
2003,20237,3,4,1500,22,2,4,2,0
2004,20257,4,1,350,21,1,5,2,1
2005,20267,5,1,445,21,2,4,2,1
2006,20285,3,4,2000,0,2,4,2,0
2007,20296,4,4,500,19,3,3,1,0
2008,20306,2,1,600,20,1,4,2,1
2009,20316,4,1,1487,21,1,5,2,1
2010,20321,5,1,1100,22,2,5,2,1
2011,20348,3,1,750,21,1,6,3,1
2012,20355,4,7,800,20,1,4,2,0
2013,20362,4,4,2200,20,1,8,4,0
2014,20380,4,1,1600,20,1,13,2,1
2015,20409,1,4,1200,21,1,5,2,0
2016,20415,3,1,279,21,2,4,2,1
2017,20416,3,1,900,20,1,13,1,1
2018,20428,3,7,0,19,1,3,1,0
2019,20497,6,1,1800,21,2,1,2,1
2020,20547,4,7,600,22,2,4,1,0
2021,20593,4,1,480,20,2,4,2,1
2022,20598,4,10,500,18,1,1,2,0
2023,20675,3,7,0,0,2,13,1,0
2024,20713,5,1,500,0,3,6,3,1
2025,20826,5,1,900,25,3,1,2,1
2026,20860,3,1,500,18,2,7,4,1
2027,20888,2,1,593,21,1,4,2,1
