,ID,building_age,heat_type,heat_cost,heat_temp,building_renov,income_detailed,income,heat_type_dummy
1127,12927,3,1,200,18,2,9,5,1
1128,12928,7,6,800,21,1,12,5,0
1129,12930,5,3,2500,0,1,12,2,0
1130,12932,5,1,1500,21,2,9,4,1
1131,12934,4,1,1200,22,1,12,5,1
1132,12935,8,8,800,22,2,9,5,0
1133,12936,6,1,1000,20,2,12,5,1
1134,12947,5,1,2300,21,1,9,5,1
1135,12949,7,1,400,18,2,12,5,1
1136,12950,5,1,1000,23,1,9,4,1
1137,12951,8,6,240,20,2,11,5,0
1138,12954,4,1,845,22,1,9,4,1
1139,12955,4,4,2500,21,1,12,4,0
1140,12956,7,4,1480,0,2,10,4,0
1141,12957,3,10,500,19,1,11,5,0
1142,12959,3,4,1000,20,1,9,5,0
1143,12961,3,4,1000,19,1,9,5,0
1144,12963,3,4,3200,22,1,8,4,0
1145,12964,6,1,2400,19,2,11,5,1
1146,12967,2,1,2420,21,1,11,5,1
1147,12968,4,5,1400,22,1,10,5,0
1148,12971,8,7,323,21,2,10,5,0
1149,12972,5,1,400,0,1,12,5,1
1150,12983,4,4,2400,21,2,11,5,0
1151,12986,7,6,1200,21,2,10,5,0
1152,12993,5,1,1000,21,1,12,5,1
1153,12997,3,1,850,20,1,10,5,1
1154,13000,3,1,1600,19,1,10,5,1
1155,13001,3,1,130,19,1,12,5,1
1156,13005,7,7,2642,19,1,9,3,0
1157,13007,3,99,1000,0,3,11,5,99
1158,13008,4,1,720,21,1,12,5,1
1159,13017,4,1,1300,23,1,7,4,1
1160,13020,3,1,700,19,1,12,5,1
1161,13022,1,1,731,22,2,10,5,1
1162,13023,4,7,800,21,1,10,5,0
1163,13024,5,4,960,18,1,10,4,0
1164,13027,6,1,1200,19,2,11,5,1
1165,13029,3,8,1200,23,1,10,5,0
1166,13031,3,1,2800,22,2,11,5,1
1167,13035,3,1,500,22,1,9,5,1
1168,13042,5,1,850,20,1,6,3,1
1169,13043,2,1,1800,21,1,8,3,1
1170,13044,5,1,3916,23,1,9,4,1
1171,13045,4,7,900,23,1,12,5,0
1172,13046,3,1,614,20,1,8,4,1
1173,13049,3,1,750,20,1,12,5,1
1174,13051,2,8,2000,21,1,6,3,0
1175,13054,4,5,1800,22,2,5,2,0
1176,13059,3,8,1500,22,1,12,5,0
1177,13062,6,1,3200,22,1,9,5,1
1178,13066,8,7,800,21,2,12,5,0
1179,13067,5,1,1602,21,2,10,5,1
1180,13068,1,1,1500,21,1,9,4,1
1181,13071,5,1,1425,21,1,9,5,1
1182,13072,5,1,1800,20,2,12,5,1
1183,13073,3,1,1500,22,1,8,4,1
1184,13074,3,4,890,21,1,12,5,0
1185,13076,3,1,900,21,1,12,5,1
1186,13077,3,4,3000,22,1,9,4,0
1187,13080,3,1,1531,20,1,6,3,1
1188,13082,1,1,2400,21,1,13,5,1
1189,13091,1,7,1080,20,2,12,5,0
1190,13095,2,4,2000,22,1,12,5,0
1191,13098,3,6,1200,20,1,12,5,0
1192,13099,1,8,600,22,1,13,3,0
1193,13102,4,1,1300,22,1,12,5,1
1194,13103,5,3,1280,21,1,11,5,0
1195,13107,8,1,2000,22,2,10,5,1
1196,13108,3,4,1200,20,1,5,5,0
1197,13109,2,4,1200,0,1,12,5,0
1198,13110,4,1,2000,23,1,11,5,1
1199,13116,3,1,1900,23,2,7,3,1
1200,13124,1,1,1600,22,1,12,5,1
1201,13126,6,4,1200,19,2,12,5,0
1202,13127,2,4,2000,20,1,11,5,0
1203,13128,3,1,1200,20,1,11,5,1
1204,13129,5,1,1200,21,2,12,5,1
1205,13132,1,7,2400,20,2,12,5,0
1206,13133,4,7,3800,22,1,8,4,0
1207,13134,6,1,1330,22,2,1,2,1
1208,13140,3,9,1800,22,1,2,4,0
1209,13144,3,4,3000,20,1,8,5,0
1210,13146,4,4,750,21,1,11,5,0
1211,13147,5,1,1000,22,1,7,3,1
1212,13148,6,5,2500,21,2,12,4,0
1213,13150,7,6,2000,22,2,12,5,0
1214,13151,5,7,600,20,1,12,5,0
1215,13153,3,4,2000,0,1,12,5,0
1216,13154,5,1,1000,0,1,12,5,1
1217,13158,6,7,1200,18,2,9,5,0
1218,13159,5,1,2000,20,1,12,5,1
1219,13164,5,1,1300,23,1,11,5,1
1220,13172,3,1,850,22,1,12,5,1
1221,13175,4,1,1250,20,2,9,4,1
1222,13176,3,1,600,21,2,12,5,1
1223,13177,2,7,960,25,1,10,4,0
1224,13178,5,1,1200,21,1,9,5,1
1225,13181,3,6,1200,20,1,12,5,0
1226,13182,7,4,1200,22,2,12,5,0
1227,13183,4,5,2500,21,2,12,5,0
1228,13184,3,1,3000,19,2,12,5,1
1229,13187,3,4,2800,19,2,9,4,0
1230,13188,3,1,1700,23,1,5,2,1
1231,13190,1,1,500,18,2,12,5,1
1232,13199,4,4,1800,22,1,8,4,0
1233,13200,6,5,250,0,2,10,4,0
1234,13204,3,4,1805,23,1,11,5,0
1235,13205,5,1,1260,19,2,11,5,1
1236,13212,8,6,1100,21,2,12,4,0
1237,13213,4,4,950,22,3,12,5,0
1238,13214,3,1,1294,22,1,9,4,1
1239,13218,5,1,645,21,1,10,5,1
1240,13219,4,1,1720,21,1,10,5,1
1241,13222,8,99,2000,0,2,8,4,99
1242,13224,6,1,1200,20,2,8,3,1
1243,13228,1,7,1200,23,2,12,5,0
1244,13229,6,1,2000,22,1,8,5,1
1245,13241,1,1,1500,22,1,8,5,1
1246,13242,4,1,800,22,2,10,4,1
1247,13243,4,1,400,20,1,12,5,1
1248,13244,4,1,1100,21,1,10,5,1
1249,13245,4,5,3200,20,1,10,4,0
1250,13246,1,6,233,0,1,12,5,0
1251,13249,1,4,540,20,1,12,5,0
1252,13250,2,7,1200,23,1,9,4,0
1253,13251,4,1,1500,23,1,9,5,1
1254,13253,3,4,1600,20,1,11,5,0
1255,13256,4,7,2000,23,1,12,5,0
1256,13262,5,7,800,0,2,12,4,0
1257,13267,3,1,2400,22,2,9,4,1
1258,13270,4,8,1000,23,2,12,5,0
1259,13274,4,1,1600,22,1,10,5,1
1260,13275,3,1,1385,20,1,10,5,1
1261,13287,3,1,120,22,1,11,5,1
1262,13289,5,1,804,22,1,12,5,1
1263,13293,4,1,2000,20,1,13,5,1
1264,13294,1,7,1080,20,2,12,5,0
1265,13295,6,10,1900,21,2,12,5,0
1266,13296,5,9,500,20,2,10,4,0
1267,13300,1,1,1500,20,1,12,5,1
1268,13304,3,1,1000,22,1,9,4,1
1269,13306,3,1,2400,20,1,11,5,1
1270,13307,5,1,1600,20,2,12,5,1
1271,13308,7,1,2500,25,2,12,5,1
1272,13309,4,7,1500,20,1,10,5,0
1273,13312,3,1,2500,21,1,12,5,1
1274,13313,2,1,2600,20,1,9,4,1
1275,13314,3,4,1000,24,2,9,5,0
1276,13320,1,1,2000,20,1,12,5,1
1277,13324,3,4,2000,20,2,9,5,0
1278,13325,4,1,2500,20,1,10,5,1
1279,13330,5,4,2500,21,2,10,5,0
1280,13331,5,4,1200,23,1,9,5,0
1281,13332,3,4,600,20,1,2,4,0
1282,13333,1,1,1820,19,1,11,5,1
1283,13334,6,1,1000,22,2,9,4,1
1284,13336,7,1,1000,22,2,12,5,1
1285,13337,6,1,1700,22,1,11,5,1
1286,13339,4,1,1200,21,1,12,5,1
1287,13342,5,4,2500,20,2,11,5,0
1288,13344,3,99,1000,19,1,8,4,99
1289,13346,3,7,700,0,1,9,4,0
1290,13351,6,7,2200,22,2,10,5,0
1291,13356,7,1,1000,24,2,9,5,1
1292,13361,5,1,2800,22,2,12,5,1
1293,13366,3,1,400,21,1,9,5,1
1294,13367,3,1,460,21,2,6,4,1
1295,13368,3,1,1100,20,1,12,5,1
1296,13369,5,1,1200,23,1,2,5,1
1297,13371,4,1,1230,22,2,12,5,1
1298,13372,4,4,2000,15,1,10,4,0
1299,13374,4,9,1624,21,1,9,5,0
1300,13375,3,4,1000,22,1,11,5,0
1301,13380,4,1,500,18,3,9,5,1
1302,13382,1,1,2000,19,1,9,5,1
1303,13385,1,1,1245,21,1,11,5,1
1304,13387,1,4,3000,22,1,12,5,0
1305,13388,6,6,1200,23,2,12,5,0
1306,13389,1,1,1100,22,1,12,5,1
1307,13393,7,1,1730,19,2,11,5,1
1308,13397,3,1,2100,21,1,12,5,1
1309,13398,3,7,500,22,2,7,4,0
1310,13401,4,4,1500,23,1,9,4,0
1311,13406,3,1,1000,22,1,10,5,1
1312,13413,3,8,1800,21,1,12,5,0
1313,13420,4,1,1000,21,1,12,5,1
1314,13421,4,1,1350,21,2,11,5,1
1315,13426,8,1,700,0,2,7,4,1
1316,13427,3,1,3000,22,1,10,4,1
1317,13428,4,4,2500,20,1,9,5,0
1318,13431,5,4,1600,21,2,6,3,0
1319,13437,1,4,2600,23,1,9,5,0
1320,13438,3,1,800,19,1,8,4,1
1321,13440,5,1,2000,22,1,8,4,1
1322,13442,5,4,2200,21,1,8,4,0
1323,13445,6,1,1500,22,2,12,5,1
1324,13448,2,7,1500,20,2,8,4,0
1325,13451,1,7,1000,25,1,11,5,0
1326,13454,1,8,600,21,1,9,5,0
1327,13455,5,1,600,20,2,11,5,1
1328,13456,5,1,4000,23,1,9,4,1
1329,13460,2,7,2585,24,1,11,5,0
1330,13462,3,8,600,21,1,9,4,0
1331,13463,1,1,2500,20,1,12,5,1
1332,13470,4,7,4280,19,1,9,5,0
1333,13475,7,1,1000,22,2,10,5,1
1334,13478,4,99,1220,22,2,9,5,99
1335,13483,4,1,1800,20,2,8,4,1
1336,13487,6,4,150,21,2,12,5,0
1337,13496,4,1,1272,20,1,8,4,1
1338,13497,4,1,1500,21,2,12,4,1
1339,13505,6,1,560,22,1,9,5,1
1340,13506,3,4,400,22,3,9,5,0
1341,13515,4,1,1200,20,1,12,5,1
1342,13563,1,7,2000,22,1,12,5,0
1343,13578,8,6,1650,23,2,11,5,0
1344,13582,8,1,500,24,1,7,3,1
1345,13584,3,1,1200,0,1,5,2,1
1346,13643,3,1,2000,19,1,11,5,1
1347,13646,4,8,400,23,1,2,4,0
1348,13657,6,6,1000,21,2,12,5,0
1349,13692,4,1,3500,22,1,12,5,1
1350,13694,3,1,1200,22,1,7,4,1
1351,13695,3,1,1200,24,3,9,4,1
1352,13696,3,1,1234,21,1,10,5,1
1353,13701,3,1,800,21,1,12,5,1
1354,13713,2,4,3000,20,1,12,5,0
1355,13714,3,1,2000,22,1,13,5,1
1356,13719,3,4,2000,0,3,11,4,0
1357,13729,2,1,1000,22,3,12,5,1
1358,13781,5,1,2400,20,1,7,5,1
1359,13790,6,1,809,22,3,10,5,1
1360,13799,3,1,100,21,1,9,4,1
1361,13801,3,1,1599,21,1,10,5,1
1362,13803,6,6,4000,23,2,6,3,0
1363,13811,8,7,800,25,1,12,5,0
1364,13815,8,1,1500,22,2,10,5,1
1365,13816,4,4,2200,22,1,10,4,0
1366,13824,1,7,1500,0,3,9,4,0
1367,13835,7,5,2000,0,3,12,5,0
1368,13836,4,1,0,20,1,8,4,1
1369,13844,5,1,1102,21,2,12,5,1
1370,13868,4,1,1200,18,1,12,5,1
1371,13883,3,1,2000,21,1,10,5,1
1372,13909,6,1,900,22,2,11,5,1
1373,13917,1,2,2500,21,1,12,5,0
1374,13929,6,7,1500,20,2,9,4,0
1375,13932,3,4,1500,20,1,12,5,0
1376,13934,3,99,3000,22,1,9,4,99
1377,13935,7,2,1000,22,2,10,5,0
1378,13946,3,7,1000,0,3,7,3,0
1379,13949,3,4,3200,21,1,10,5,0
1380,13963,2,1,1200,18,1,11,4,1
1381,13967,4,8,100,21,2,8,4,0
1382,13977,3,1,1500,22,1,8,4,1
1383,13978,3,7,2787,20,1,9,5,0
1384,13980,8,6,800,21,2,9,5,0
1385,13982,1,4,1500,0,1,8,4,0
1386,13983,3,7,1300,25,1,9,4,0
1387,13984,3,1,1600,25,2,8,4,1
1388,13985,8,1,1200,21,2,10,5,1
1389,13989,4,8,750,23,2,9,4,0
1390,13995,1,8,3500,22,1,9,5,0
1391,13997,4,1,1800,27,1,12,4,1
1392,13998,4,1,200,20,2,6,3,1
1393,13999,2,99,770,22,2,10,5,99
1394,14000,5,8,500,21,2,5,2,0
1395,14006,3,7,1000,22,1,11,5,0
1396,14007,3,8,2000,22,2,13,5,0
1397,14010,3,4,5000,20,3,10,4,0
1398,14011,8,1,800,23,2,10,5,1
1399,14012,3,1,1500,22,1,,4,1
1400,14014,4,1,2300,0,1,8,4,1
1401,14015,1,1,1500,20,1,9,4,1
1402,14016,5,1,1300,22,2,12,5,1
1403,14017,8,6,1500,21,2,12,5,0
1404,14020,3,4,2500,20,1,10,4,0
1405,14031,6,1,800,22,2,9,4,1
1406,14032,1,1,2000,24,2,12,5,1
1407,14034,3,4,700,22,2,10,5,0
1408,14036,3,1,1200,21,1,9,4,1
1409,14041,8,99,700,20,2,10,5,99
1410,14050,7,1,1200,20,1,8,4,1
1411,14051,5,6,2000,18,2,9,4,0
1412,14055,8,99,1000,26,2,12,5,99
1413,14060,3,5,1299,21,2,9,5,0
1414,14061,3,6,2000,22,1,11,5,0
1415,14062,1,1,1600,24,1,10,5,1
1416,14064,2,1,1121,21,3,10,5,1
1417,14071,1,7,500,15,1,12,5,0
1418,14073,2,4,3500,22,1,12,5,0
1419,14080,5,4,1500,21,1,9,4,0
1420,14092,4,1,160,21,1,9,4,1
1421,14101,3,4,1500,22,1,11,5,0
1422,14104,3,7,575,22,2,9,5,0
1423,14113,4,9,300,19,2,7,3,0
1424,14135,6,1,862,17,1,12,4,1
1425,14136,1,7,2400,0,1,12,5,0
1426,14139,8,1,2000,22,1,9,5,1
1427,14140,7,1,700,20,2,10,5,1
1428,14143,8,1,1000,21,2,9,4,1
1429,14146,6,1,2880,23,1,10,5,1
1430,14148,5,1,1800,20,1,10,4,1
1431,14154,4,4,1000,21,2,10,4,0
1432,14155,5,1,2400,19,1,10,5,1
1433,14161,1,1,900,0,1,10,5,1
1434,14169,5,1,1200,0,1,9,4,1
1435,14172,3,1,620,21,1,11,5,1
1436,14175,3,1,500,18,1,12,5,1
1437,14183,4,1,1000,21,2,12,5,1
1438,14186,3,4,2000,22,2,9,4,0
1439,14189,5,1,500,19,1,12,5,1
1440,14190,6,1,758,22,1,6,3,1
1441,14191,1,1,1000,20,1,12,5,1
1442,14192,5,1,800,24,1,12,5,1
1443,14193,3,2,3827,0,1,8,4,0
1444,14195,5,7,1230,15,2,7,4,0
1445,14197,5,1,1100,21,2,11,5,1
1446,14199,1,1,1000,0,1,12,5,1
1447,14203,3,7,1500,21,2,10,4,0
1448,14209,1,7,700,23,2,8,4,0
1449,14210,6,1,840,22,2,2,5,1
1450,14213,7,7,1250,21,2,11,5,0
1451,14219,6,6,2000,20,2,11,5,0
1452,14222,6,4,2500,22,1,12,5,0
1453,14224,6,1,1800,19,1,12,5,1
1454,14226,4,1,1200,20,1,9,5,1
1455,14235,7,7,1400,0,2,10,5,0
1456,14236,3,1,800,0,1,10,5,1
1457,14238,2,1,2500,22,1,12,4,1
1458,14240,4,10,5000,20,1,11,5,0
1459,14241,3,5,600,20,2,10,4,0
1460,14246,3,4,1800,0,1,9,4,0
1461,14247,1,1,3200,21,1,10,5,1
1462,14254,6,1,500,21,2,12,5,1
1463,14259,6,1,3000,20,1,11,4,1
1464,14268,5,1,1200,24,1,11,5,1
1465,14274,2,1,1500,20,2,9,5,1
1466,14276,2,1,1200,20,1,9,5,1
1467,14278,5,1,1198,20,1,12,5,1
1468,14280,3,7,1600,20,1,12,5,0
1469,14281,3,4,2000,23,1,12,5,0
1470,14282,7,1,600,19,2,12,5,1
1471,14285,5,1,370,21,1,12,5,1
1472,14288,6,10,1000,0,2,13,4,0
1473,14289,8,1,600,22,2,9,4,1
1474,14291,4,1,1900,21,1,10,5,1
1475,14294,3,3,3000,0,3,9,5,0
1476,14304,5,8,1200,22,1,12,5,0
1477,14305,1,1,2600,20,1,11,5,1
1478,14306,3,1,740,18,1,9,4,1
1479,14316,5,1,5000,0,1,12,5,1
1480,14328,4,6,600,22,1,5,3,0
1481,14331,4,5,2500,23,2,9,4,0
1482,14333,8,6,200,20,2,12,5,0
1483,14336,8,7,500,0,3,6,3,0
1484,14341,4,7,1000,19,2,12,5,0
1485,14342,8,6,1500,21,2,12,5,0
1486,14346,3,1,3200,20,1,9,5,1
1487,14347,2,4,1400,20,2,12,5,0
1488,14349,7,7,2500,22,2,12,4,0
1489,14360,1,1,600,18,1,12,5,1
1490,14367,7,6,1500,23,1,12,5,0
1491,14368,4,1,1200,0,1,9,5,1
1492,14369,5,4,1200,0,2,7,3,0
1493,14370,6,5,840,24,2,12,5,0
1494,14376,3,8,1200,21,2,10,5,0
1495,14379,7,1,2000,22,2,10,5,1
1496,14380,1,1,2000,0,1,9,4,1
1497,14381,6,8,4000,20,1,8,4,0
1498,14382,3,1,50,20,1,2,3,1
1499,14385,3,1,3984,0,1,12,5,1
1500,14387,5,7,800,20,1,2,3,0
1501,14391,3,4,1200,20,1,9,4,0
1502,14394,5,7,500,19,1,2,2,0
1503,14400,3,1,1500,24,1,11,5,1
1504,14404,8,1,500,21,2,9,5,1
1505,14406,2,1,300,20,2,11,5,1
1506,14409,4,1,1600,24,1,12,5,1
1507,14411,7,8,500,0,2,12,5,0
1508,14425,3,4,165,20,3,12,5,0
1509,14427,8,1,564,20,2,9,4,1
1510,14428,5,1,1500,0,2,12,5,1
1511,14435,7,7,1400,0,2,9,5,0
1512,14437,4,1,1600,20,3,10,4,1
1513,14439,1,1,1200,19,2,12,4,1
1514,14442,8,8,1000,21,2,12,5,0
1515,14448,4,1,200,21,2,10,4,1
1516,14455,4,1,2000,22,2,7,4,1
1517,14460,6,1,1200,21,1,9,4,1
1518,14467,7,6,2000,14,1,10,4,0
1519,14468,3,1,400,22,1,11,4,1
1520,14469,4,2,4000,18,1,13,4,0
1521,14474,8,6,600,20,2,10,5,0
1522,14482,8,4,600,23,2,12,5,0
1523,14490,3,1,600,20,1,10,4,1
1524,14491,6,1,1800,21,2,12,5,1
1525,14493,1,1,1200,21,1,10,5,1
1526,14497,6,4,600,24,2,13,4,0
1527,14499,3,4,1800,21,1,7,5,0
1528,14510,6,7,1200,23,2,6,3,0
1529,14511,2,1,1200,21,2,12,5,1
1530,14513,3,4,1100,24,1,10,5,0
1531,14517,1,7,1912,22,1,11,5,0
1532,14525,3,1,2000,20,2,6,3,1
1533,14529,4,7,400,21,1,8,4,0
1534,14532,7,6,150,21,2,11,5,0
1535,14537,5,1,1600,21,2,12,2,1
1536,14543,1,1,2800,22,2,10,5,1
1537,14546,8,7,600,23,2,12,5,0
1538,14551,4,2,2000,21,1,11,5,0
1539,14555,1,1,400,0,1,12,5,1
1540,14561,8,6,800,23,2,9,5,0
1541,14566,8,1,2500,0,1,10,4,1
1542,14573,3,1,600,19,3,10,5,1
1543,14587,7,7,1700,21,2,8,4,0
1544,14648,2,4,800,20,2,9,4,0
1545,14665,4,1,2200,19,1,10,5,1
1546,14677,1,4,4000,20,1,12,5,0
1547,14700,3,8,350,22,1,12,5,0
1548,14712,5,1,800,0,1,10,4,1
1549,14758,4,8,350,23,1,6,5,0
1550,14759,3,1,600,20,1,3,5,1
1551,14769,5,4,600,21,2,12,3,0
1552,14783,6,1,1200,22,2,12,5,1
1553,14786,5,4,1000,22,2,2,5,0
1554,14799,1,4,9000,0,1,9,4,0
1555,14841,5,1,600,21,2,8,4,1
1556,14868,6,5,2000,0,2,9,4,0
1557,14891,6,4,2000,22,1,10,4,0
1558,14892,1,2,2000,20,1,7,4,0
1559,14899,8,9,1200,26,1,12,5,0
1560,14907,8,7,4500,0,2,11,5,0
1561,14918,5,1,1300,19,2,10,5,1
1562,14927,1,8,1000,20,2,8,4,0
1563,14978,2,1,1100,21,1,9,4,1
1564,14979,2,1,1800,24,1,12,5,1
1565,14990,1,99,950,21,1,11,5,99
1566,14996,7,7,1000,22,2,2,4,0
1567,14998,4,4,1800,21,1,10,5,0
1568,15007,4,1,1000,21,2,9,5,1
1569,15014,2,1,1500,21,1,10,4,1
1570,15015,6,1,780,0,1,10,5,1
1571,15025,5,1,1370,20,2,12,5,1
1572,15027,1,4,3000,20,1,10,5,0
1573,15030,8,6,2300,23,2,7,4,0
1574,15050,4,4,1500,22,1,12,5,0
1575,15062,8,1,1500,22,2,8,4,1
1576,15070,1,2,1000,21,1,9,4,0
1577,15072,8,7,400,19,2,8,3,0
1578,15092,1,7,2964,18,3,12,5,0
1579,15096,3,4,2500,20,1,12,5,0
1580,15097,4,1,800,21,1,9,4,1
1581,15099,7,1,450,22,2,12,5,1
1582,15102,3,7,50,21,1,10,4,0
1583,15103,2,1,1700,21,1,10,4,1
1584,15108,5,1,2500,22,1,12,5,1
1585,15110,8,6,650,21,2,8,4,0
1586,15115,1,2,1345,21,1,9,4,0
1587,15117,3,7,1500,20,1,11,5,0
1588,15123,7,6,2000,23,2,12,5,0
1589,15134,8,1,1200,21,2,9,4,1
1590,15137,5,1,1200,22,2,9,3,1
1591,15152,3,10,1500,20,1,8,4,0
1592,15155,3,1,5000,21,2,10,5,1
1593,15165,3,1,2500,22,1,9,4,1
1594,15169,3,1,1500,19,2,12,5,1
1595,15171,3,6,4000,21,1,9,5,0
1596,15178,4,4,2000,20,1,9,5,0
1597,15186,7,1,1500,23,1,12,5,1
1598,15192,3,4,1000,22,2,6,3,0
1599,15202,1,1,1239,21,1,11,5,1
1600,15203,6,1,2100,20,2,12,5,1
1601,15207,8,1,1200,20,2,10,5,1
1602,15214,3,3,900,22,3,10,5,0
1603,15216,4,1,800,21,2,8,4,1
1604,15217,3,1,1400,21,1,9,5,1
1605,15220,5,1,800,20,2,12,5,1
1606,15221,4,1,648,23,1,9,4,1
1607,15223,3,4,2500,21,1,12,5,0
1608,15226,4,1,1200,22,1,11,5,1
1609,15227,4,99,1000,20,3,11,5,99
1610,15230,3,1,1200,20,1,12,5,1
1611,15232,7,1,1500,21,2,7,3,1
1612,15234,1,4,20000,22,1,12,5,0
1613,15235,4,4,2000,23,1,8,4,0
1614,15236,3,1,550,21,2,12,5,1
1615,15239,4,1,400,21,3,10,5,1
1616,15240,8,7,1500,22,2,9,4,0
1617,15243,6,1,1500,23,2,12,5,1
1618,15245,5,7,500,23,2,4,3,0
1619,15253,3,4,3000,22,1,10,5,0
1620,15256,2,1,1800,22,1,9,4,1
1621,15258,2,4,2000,19,1,13,3,0
1622,15268,3,99,800,21,1,2,3,99
1623,15270,1,1,1500,20,2,12,5,1
1624,15284,3,1,1600,22,1,7,4,1
1625,15292,8,1,150,20,2,6,3,1
1626,15304,1,1,2139,22,1,5,2,1
1627,15312,4,1,1200,20,1,5,2,1
1628,15318,6,1,1000,20,3,5,3,1
1629,15320,8,1,105,18,1,9,3,1
1630,15331,1,4,1000,19,1,5,2,0
1631,15340,3,1,800,22,2,6,3,1
1632,15342,4,7,650,21,1,5,3,0
1633,15348,4,1,648,22,2,4,2,1
1634,15351,4,4,2400,23,1,4,2,0
1635,15361,1,1,1500,20,1,7,4,1
1636,15375,6,1,996,23,2,7,4,1
1637,15377,4,1,130,20,2,2,2,1
1638,15379,3,99,700,23,1,6,3,99
1639,15383,4,7,1400,24,2,6,3,0
1640,15390,5,1,593,0,2,7,4,1
1641,15398,4,1,850,19,1,5,2,1
1642,15404,4,4,2800,22,1,7,4,0
1643,15414,3,4,2000,0,2,4,2,0
1644,15418,1,1,2000,20,2,9,4,1
1645,15421,4,1,18000,22,1,9,4,1
1646,15424,3,4,2000,0,1,13,4,0
1647,15437,2,1,1106,22,3,5,2,1
1648,15438,5,1,245,20,1,5,2,1
1649,15445,2,1,2100,21,1,5,3,1
1650,15447,1,1,1000,20,2,6,3,1
1651,15453,1,1,1600,20,1,6,3,1
1652,15454,4,8,2100,24,1,5,3,0
1653,15456,3,4,456,19,2,1,3,0
1654,15461,4,1,1500,21,1,5,3,1
1655,15470,3,1,1500,22,1,5,2,1
1656,15472,5,1,600,23,2,4,2,1
1657,15474,3,7,400,20,2,4,2,0
1658,15486,1,1,1000,19,2,4,2,1
1659,15489,4,4,1700,23,1,5,2,0
1660,15530,3,4,1500,0,3,8,4,0
1661,15545,3,6,400,22,1,6,3,0
1662,15549,5,1,557,21,3,5,2,1
1663,15550,3,7,450,19,1,4,2,0
1664,15557,6,1,900,21,1,5,2,1
1665,15584,5,1,200,20,1,5,3,1
1666,15588,5,5,700,17,2,7,3,0
1667,15593,7,10,800,21,2,6,3,0
1668,15596,4,7,1200,20,1,5,3,0
1669,15600,2,1,2000,20,1,6,2,1
1670,15605,3,1,1300,18,2,5,2,1
1671,15617,4,1,892,21,1,1,2,1
1672,15629,5,4,300,22,2,5,2,0
1673,15636,4,4,0,18,2,5,2,0
1674,15639,6,1,1000,0,1,1,3,1
1675,15654,3,1,600,20,2,4,2,1
1676,15663,4,7,786,21,2,5,4,0
1677,15666,4,4,660,21,1,8,4,0
1678,15671,5,1,2500,18,3,6,3,1
1679,15676,3,1,900,23,2,4,2,1
1680,15678,5,4,500,21,1,4,2,0
1681,15681,5,7,3000,20,1,6,3,0
1682,15686,1,1,840,20,1,5,2,1
1683,15687,3,1,300,20,1,5,2,1
1684,15723,3,4,1400,21,1,7,3,0
1685,15726,3,99,200,23,2,6,3,99
1686,15730,3,4,1500,19,3,2,3,0
1687,15734,4,1,500,0,3,4,2,1
1688,15742,2,4,2500,0,1,6,3,0
1689,15770,3,5,2350,23,1,8,3,0
1690,15772,4,99,0,0,2,6,2,99
1691,15774,4,1,480,22,1,5,3,1
1692,15778,3,4,960,22,3,7,4,0
1693,15779,5,1,800,0,2,7,3,1
1694,15789,3,1,413,20,1,1,2,1
1695,15790,4,1,976,22,1,5,2,1
1696,15794,4,1,500,0,2,4,2,1
1697,15800,4,1,200,21,1,9,4,1
1698,15801,4,1,600,20,1,7,4,1
1699,15802,3,4,1500,22,3,6,3,0
1700,15810,3,1,2000,0,1,6,3,1
1701,15822,4,10,850,19,2,5,2,0
1702,15824,6,7,2000,21,2,6,3,0
1703,15832,5,99,300,22,3,6,3,99
1704,15833,2,1,650,19,1,8,4,1
1705,15834,3,1,1151,21,1,8,4,1
1706,15838,5,1,850,20,1,6,3,1
1707,15842,5,1,800,0,2,5,2,1
1708,15853,4,1,1500,20,3,8,4,1
1709,15866,3,1,2500,19,1,6,2,1
1710,15881,3,4,1200,21,1,5,2,0
1711,15883,4,1,860,0,1,5,2,1
1712,15884,7,1,700,22,2,6,3,1
1713,15896,4,8,800,21,2,7,4,0
1714,15899,3,1,500,21,2,4,2,1
1715,15909,2,10,1417,19,2,1,3,0
1716,15910,4,1,941,21,2,4,2,1
1717,15919,4,4,1933,21,2,1,3,0
1718,15936,1,4,1200,22,2,5,2,0
1719,15941,3,1,396,21,3,4,2,1
1720,15949,5,1,600,21,1,5,2,1
1721,15954,3,1,2200,20,1,8,4,1
1722,15958,7,6,800,17,1,6,3,0
1723,15964,3,1,900,21,2,6,2,1
1724,15971,5,1,1178,20,2,6,3,1
1725,15995,3,1,1400,22,1,8,4,1
1726,16011,8,6,946,21,2,1,3,0
1727,16044,5,1,1300,24,3,5,2,1
1728,16145,3,1,900,23,1,5,2,1
1729,16151,1,1,0,0,1,6,3,1
1730,16152,6,99,118,0,3,6,3,99
1731,16172,3,1,1027,18,2,7,3,1
1732,16246,5,4,606,20,3,6,3,0
1733,16300,3,99,500,0,3,1,2,99
1734,16318,3,4,800,24,2,9,4,0
1735,16345,4,4,2000,0,1,6,4,0
1736,16394,2,1,900,0,2,5,3,1
1737,16424,3,4,2500,22,1,5,2,0
1738,16462,8,1,675,21,2,4,2,1
1739,16476,3,4,1200,20,3,8,3,0
1740,16540,2,1,2000,25,1,1,2,1
1741,16547,3,4,1000,20,2,4,3,0
